model,layer,head,correct,total,accuracy
bert,0,0,109065,1190043,0.09164794534444809
bert,0,1,94537,1190043,0.07943999022245407
bert,0,2,67666,1190043,0.05686013028025627
bert,0,3,51104,1190043,0.04294298589229584
bert,0,4,143345,1190043,0.12045363336801529
bert,0,5,58201,1190043,0.048906635493040085
bert,0,6,40675,1190043,0.03417943790555
bert,0,7,109918,1190043,0.09236472845077515
bert,0,8,3205,1190043,0.0026931799948215485
bert,0,9,80021,1190043,0.0672421082854271
bert,0,10,50960,1190043,0.0428219810128212
bert,0,11,72669,1190043,0.06106417998671532
bert,1,0,6918,1190043,0.0058132354170084
bert,1,1,293,1190043,0.00024620958720333874
bert,1,2,6132,1190043,0.0051527549512684345
bert,1,3,87080,1190043,0.07317382842302322
bert,1,4,15585,1190043,0.013096165843307972
bert,1,5,4890,1190043,0.004109095316380262
bert,1,6,16283,1190043,0.013682698830962181
bert,1,7,179176,1190043,0.15056262910366058
bert,1,8,18917,1190043,0.015896065160632133
bert,1,9,4916,1190043,0.004130943212658167
bert,1,10,20871,1190043,0.017538022249937057
bert,1,11,3316,1190043,0.0027864540461450815
bert,2,0,68804,1190043,0.05781639739871025
bert,2,1,73,1190043,6.134231807664037e-05
bert,2,2,2885,1190043,0.002424282254651189
bert,2,3,7438,1190043,0.006250194273889065
bert,2,4,439,1190043,0.0003688942233566195
bert,2,5,3433,1190043,0.0028847698122262955
bert,2,6,6768,1190043,0.0056871892884373665
bert,2,7,13971,1190043,0.011739911511540413
bert,2,8,229244,1190043,0.19263505935668945
bert,2,9,23303,1190043,0.019581645727157593
bert,2,10,294470,1190043,0.24744483828544617
bert,2,11,29849,1190043,0.025082286447286606
bert,3,0,3196,1190043,0.0026856171898543835
bert,3,1,257021,1190043,0.21597622334957123
bert,3,2,2438,1190043,0.00204866542480886
bert,3,3,3980,1190043,0.0033444168511778116
bert,3,4,149596,1190043,0.12570637464523315
bert,3,5,72,1190043,6.0502014093799517e-05
bert,3,6,1122,1190043,0.0009428230696357787
bert,3,7,56,1190043,4.705712490249425e-05
bert,3,8,264791,1190043,0.22250540554523468
bert,3,9,732,1190043,0.0006151038105599582
bert,3,10,11355,1190043,0.009541671723127365
bert,3,11,17162,1190043,0.014421327970921993
bert,4,0,2899,1190043,0.002436046488583088
bert,4,1,249819,1190043,0.2099243402481079
bert,4,2,4303,1190043,0.0036158356815576553
bert,4,3,26272,1190043,0.02207651361823082
bert,4,4,5282,1190043,0.004438495263457298
bert,4,5,78518,1190043,0.06597913056612015
bert,4,6,6933,1190043,0.005825839936733246
bert,4,7,257236,1190043,0.21615689992904663
bert,4,8,4235,1190043,0.00355869485065341
bert,4,9,3272,1190043,0.002749480539932847
bert,4,10,3132,1190043,0.002631837734952569
bert,4,11,53,1190043,4.4536205678014085e-05
bert,5,0,407489,1190043,0.34241536259651184
bert,5,1,13511,1190043,0.011353371664881706
bert,5,2,746,1190043,0.0006268681026995182
bert,5,3,201,1190043,0.00016890146071091294
bert,5,4,31443,1190043,0.02642173506319523
bert,5,5,293141,1190043,0.24632807075977325
bert,5,6,337487,1190043,0.2835922837257385
bert,5,7,3732,1190043,0.0031360210850834846
bert,5,8,48723,1190043,0.04094221815466881
bert,5,9,2991,1190043,0.002513354644179344
bert,5,10,15528,1190043,0.013048267923295498
bert,5,11,6698,1190043,0.0056283678859472275
bert,6,0,421815,1190043,0.35445356369018555
bert,6,1,2602,1190043,0.0021864755544811487
bert,6,2,2856,1190043,0.0023999132681638002
bert,6,3,160597,1190043,0.13495059311389923
bert,6,4,12336,1190043,0.010366012342274189
bert,6,5,1174,1190043,0.0009865189203992486
bert,6,6,133466,1190043,0.11215224862098694
bert,6,7,900,1190043,0.0007562751998193562
bert,6,8,9740,1190043,0.008184578269720078
bert,6,9,10957,1190043,0.009207230061292648
bert,6,10,3281,1190043,0.002757043344900012
bert,6,11,25515,1190043,0.021440401673316956
bert,7,0,1503,1190043,0.001262979581952095
bert,7,1,26,1190043,2.1847950847586617e-05
bert,7,2,59,1190043,4.957804048899561e-05
bert,7,3,74048,1190043,0.06222296133637428
bert,7,4,3612,1190043,0.0030351844616234303
bert,7,5,311,1190043,0.0002613350807223469
bert,7,6,1530,1190043,0.0012856678804382682
bert,7,7,260643,1190043,0.219019815325737
bert,7,8,8483,1190043,0.007128313649445772
bert,7,9,205,1190043,0.00017226267664227635
bert,7,10,50735,1190043,0.04263291507959366
bert,7,11,386,1190043,0.0003243580285925418
bert,8,0,1391,1190043,0.001168865361250937
bert,8,1,71634,1190043,0.0601944625377655
bert,8,2,1637,1190043,0.0013755805557593703
bert,8,3,531,1190043,0.0004462023498490453
bert,8,4,27242,1190043,0.022891608998179436
bert,8,5,56494,1190043,0.047472234815359116
bert,8,6,1042,1190043,0.0008755986345931888
bert,8,7,455,1190043,0.00038233911618590355
bert,8,8,174115,1190043,0.14630983769893646
bert,8,9,8586,1190043,0.007214865181595087
bert,8,10,1872,1190043,0.001573052373714745
bert,8,11,22494,1190043,0.01890183798968792
bert,9,0,209,1190043,0.00017562390712555498
bert,9,1,2104,1190043,0.0017680033342912793
bert,9,2,1645,1190043,0.0013823029585182667
bert,9,3,1695,1190043,0.001424318295903504
bert,9,4,761,1190043,0.000639472680632025
bert,9,5,3786,1190043,0.003181397682055831
bert,9,6,6870,1190043,0.005772900767624378
bert,9,7,2319,1190043,0.0019486690871417522
bert,9,8,217,1190043,0.00018234635354019701
bert,9,9,312101,1190043,0.2622602581977844
bert,9,10,37887,1190043,0.03183666616678238
bert,9,11,17954,1190043,0.01508685015141964
bert,10,0,949,1190043,0.0007974501932039857
bert,10,1,356,1190043,0.00029914884362369776
bert,10,2,2053,1190043,0.0017251477111130953
bert,10,3,12125,1190043,0.010188707150518894
bert,10,4,191,1190043,0.0001604983990546316
bert,10,5,1976,1190043,0.0016604441916570067
bert,10,6,12852,1190043,0.010799610055983067
bert,10,7,63518,1190043,0.05337454378604889
bert,10,8,4761,1190043,0.004000695887953043
bert,10,9,452,1190043,0.0003798182005994022
bert,10,10,616,1190043,0.0005176283302716911
bert,10,11,1206,1190043,0.0010134087642654777
bert,11,0,2226,1190043,0.0018705206457525492
bert,11,1,115940,1190043,0.09742505103349686
bert,11,2,1556,1190043,0.0013075157767161727
bert,11,3,1243,1190043,0.0010445000370964408
bert,11,4,1640,1190043,0.0013781014131382108
bert,11,5,13757,1190043,0.011560086160898209
bert,11,6,563,1190043,0.0004730921355076134
bert,11,7,7494,1190043,0.006297251675277948
bert,11,8,639,1190043,0.0005369553691707551
bert,11,9,483,1190043,0.0004058677004650235
bert,11,10,515,1190043,0.00043275748612359166
bert,11,11,425,1190043,0.00035712996032088995
