Item,Condition,Stimulus,NP_Number,Auxiliary,Full_Sentence,source_file,language,leftward_entropy,leftward_attn_diff,leftward_attn_to_head,leftward_attn_to_attractor,nsubj_entropy,nsubj_attn_diff,nsubj_attn_to_head,nsubj_attn_to_attractor,top5_layer,top5_entropy,top5_attn_diff,top5_attn_to_head,top5_attn_to_attractor,top5_head_in_top5
1,a,The cake at the senator’s celebration,singular,is,The cake at the senator’s celebration is delicious.,eng_syn_stimuli.csv,english,1.4188843,-0.4242248221882619,0.018364366923924534,0.4425891891121864,1.1576666,-0.039467562980717755,0.010619014218173534,0.05008657719889129,6,1.6232364,-0.09119945392012596,0.026125121861696243,0.1173245757818222,0.0
1,b,The cake at the senator’s celebration,singular,are,The cake at the senator’s celebration are delicious.,eng_syn_stimuli.csv,english,1.4793828,-0.4353147528017871,0.016335369006264956,0.4516501218080521,1.0685879,-0.033007141525656994,0.010314116816881736,0.04332125834253873,6,1.4762046,-0.08067266084253788,0.022875403985381126,0.103548064827919,0.0
1,c,The cake at the senators’ celebration,plural,is,The cake at the senators’ celebration is delicious.,eng_syn_stimuli.csv,english,1.1667753,-0.5166560279896657,0.011039639754017117,0.5276956677436828,1.1448177,-0.04305086669168605,0.009887541683588496,0.05293840837527455,6,1.6602817,-0.16351282224059105,0.024600211530923843,0.1881130337715149,0.0
1,d,The cake at the senators’ celebration,plural,are,The cake at the senators’ celebration are delicious.,eng_syn_stimuli.csv,english,1.1975838,-0.5267473255291406,0.010832204203325091,0.5375795297324657,1.061676,-0.03243300073217115,0.009450231203203563,0.04188323193537471,6,1.4711652,-0.14710933342576027,0.01980450376868248,0.16691383719444275,0.0
2,a,The call to the doctor’s secretary,singular,is,The call to the doctor’s secretary is urgent.,eng_syn_stimuli.csv,english,1.3321329,-0.5290037340077106,0.009842956945067271,0.5388466909527778,1.2366005,-0.03949260930899072,0.014630479467405167,0.05412308877639589,6,1.4414576,-0.09002340212464333,0.03683822974562645,0.12686163187026978,1.0
2,b,The call to the doctor’s secretary,singular,are,The call to the doctor’s secretary are urgent.,eng_syn_stimuli.csv,english,1.3674253,-0.5314774646889419,0.010969208227470518,0.5424466729164124,1.1638706,-0.03450921368107656,0.013241812761634447,0.04775102644271101,6,1.3807486,-0.08776330202817917,0.03563242405653,0.12339572608470917,1.0
2,c,The call to the doctors’ secretary,plural,is,The call to the doctors’ secretary is urgent.,eng_syn_stimuli.csv,english,1.2549477,-0.5391460738588648,0.013020810533635085,0.5521668843925,1.231753,-0.03180221720436442,0.01367261197367604,0.045474829178040466,6,1.4559939,-0.1651296205818653,0.023780327290296555,0.18890994787216187,0.0
2,d,The call to the doctors’ secretary,plural,are,The call to the doctors’ secretary are urgent.,eng_syn_stimuli.csv,english,1.2404811,-0.5535893185529858,0.01034304960630834,0.5639323681592942,1.1085227,-0.038261845247641556,0.010435764667735613,0.04869760991537717,6,1.4282378,-0.17801796831190586,0.019342219457030296,0.19736018776893616,0.0
3,a,The computer for the laboratory’s experiment,singular,is,The computer for the laboratory’s experiment is modern.,eng_syn_stimuli.csv,english,1.3870761,-0.44911312905533124,0.015310046845843316,0.46442317590117455,1.1351429,-0.034422225446356806,0.01292564965747604,0.04734787510383285,6,1.4703461,-0.1527178641408682,0.01460450328886509,0.16732236742973328,0.0
3,b,The computer for the laboratory’s experiment,singular,are,The computer for the laboratory’s experiment are modern.,eng_syn_stimuli.csv,english,1.3947378,-0.4579827175868559,0.015005204880435486,0.4729879224672914,1.1010058,-0.02854257979433179,0.012778576063881594,0.04132115585821339,6,1.409058,-0.1399400234222412,0.013679072260856628,0.15361909568309784,0.0
3,c,The computer for the laboratories’ experiment,plural,is,The computer for the laboratories’ experiment is modern.,eng_syn_stimuli.csv,english,1.1213977,-0.5275423622158086,0.008052909520574757,0.5355952717363834,1.107802,-0.03873431270524534,0.014193261277406322,0.05292757398265167,6,1.550081,-0.2145685600116849,0.012342448346316814,0.2269110083580017,0.0
3,d,The computer for the laboratories’ experiment,plural,are,The computer for the laboratories’ experiment are modern.,eng_syn_stimuli.csv,english,1.1031429,-0.5270883933710593,0.008092680845902579,0.5351810742169618,1.0642247,-0.03805972922713145,0.01423412051991626,0.05229384974704772,6,1.4055834,-0.19243772327899933,0.009930029511451721,0.20236775279045105,0.0
4,a,The encounter with the wolf's baby,singular,is,The encounter with the wolf's baby is frightening.,eng_syn_stimuli.csv,english,1.4332279,-0.5725409761100309,0.0163173768640263,0.5888583529740572,1.2302443,-0.03390041954873296,0.01852765449273947,0.05242807404147243,6,1.7524936,-0.12119561433792114,0.06130748987197876,0.1825031042098999,1.0
4,b,The encounter with the wolf's baby,singular,are,The encounter with the wolf's baby are frightening.,eng_syn_stimuli.csv,english,1.472977,-0.563382626324892,0.014929016306996345,0.5783116426318884,1.1373508,-0.03125291791812447,0.01510639383436069,0.04635931175248516,6,1.6973249,-0.10902604833245277,0.061955880373716354,0.17098192870616913,1.0
4,c,The encounter with the wolves' baby,plural,is,The encounter with the wolves' baby is frightening.,eng_syn_stimuli.csv,english,1.3370056,-0.5444036031578434,0.0149681424285518,0.5593717455863952,1.216252,-0.03219723150180549,0.018724851407394282,0.05092208290919977,6,1.774254,-0.11495594680309296,0.05551128089427948,0.17046722769737244,1.0
4,d,The encounter with the wolves' baby,plural,are,The encounter with the wolves' baby are frightening.,eng_syn_stimuli.csv,english,1.3687916,-0.5481812301819445,0.01153090337465983,0.5597121335566044,1.1842171,-0.034010073041218905,0.014776051132530199,0.0487861241737491,6,1.7541,-0.11605168879032135,0.056609973311424255,0.1726616621017456,1.0
5,a,The plan for the school’s upgrade,singular,is,The plan for the school’s upgrade is unrealistic.,eng_syn_stimuli.csv,english,1.4607456,-0.519481251767138,0.015239479014417157,0.5347207307815551,1.2560403,-0.032813711792389746,0.012331429455763463,0.045145141248153206,6,1.5342658,-0.10568679869174957,0.040768563747406006,0.14645536243915558,1.0
5,b,The plan for the school’s upgrade,singular,are,The plan for the school’s upgrade are unrealistic.,eng_syn_stimuli.csv,english,1.4534472,-0.5310204374254681,0.01498074954142794,0.546001186966896,1.1631143,-0.02918009165880191,0.010830122201414574,0.040010213860216484,6,1.5394354,-0.1040574386715889,0.04119867831468582,0.14525611698627472,1.0
5,c,The plan for the schools’ upgrade,plural,is,The plan for the schools’ upgrade is unrealistic.,eng_syn_stimuli.csv,english,1.2256114,-0.5637147478246334,0.010433528623616439,0.5741482764482498,1.2343724,-0.04476970221329686,0.009248574875543846,0.0540182770888407,6,1.609262,-0.15848087519407272,0.031960152089595795,0.19044102728366852,0.0
5,d,The plan for the schools’ upgrade,plural,are,The plan for the schools’ upgrade are unrealistic.,eng_syn_stimuli.csv,english,1.2027117,-0.5697655450789171,0.010441911569432704,0.5802074566483497,1.1652248,-0.04154916521605876,0.008144202408136403,0.04969336762419516,6,1.61587,-0.1645846962928772,0.027958154678344727,0.19254285097122192,0.0
6,a,The problem with the family’s account,singular,is,The problem with the family’s account is discussed.,eng_syn_stimuli.csv,english,1.5054849,-0.5575461237669515,0.01843522051567561,0.5759813442826272,1.1992065,-0.04059494552632354,0.013357790623080252,0.05395273614940379,6,1.7238395,-0.17310234159231186,0.034722380340099335,0.2078247219324112,0.0
6,b,The problem with the family’s account,singular,are,The problem with the family’s account are discussed.,eng_syn_stimuli.csv,english,1.4906245,-0.5673642087014741,0.019542440470831934,0.5869066491723061,1.1577731,-0.03730471764616309,0.012374713318370732,0.049679430964533824,6,1.654983,-0.16842424497008324,0.03324088826775551,0.20166513323783875,0.0
6,c,The problem with the families’ account,plural,is,The problem with the families’ account is discussed.,eng_syn_stimuli.csv,english,1.3162905,-0.5388823520123879,0.013523619276293175,0.5524059712886811,1.1291701,-0.025238941403968696,0.010201977711225751,0.035440919115194446,6,1.6061552,-0.2449798658490181,0.021849624812602997,0.2668294906616211,0.0
6,d,The problem with the families’ account,plural,are,The problem with the families’ account are discussed.,eng_syn_stimuli.csv,english,1.2715058,-0.5260784273613354,0.014010149462137633,0.540088576823473,1.0222638,-0.02362405075827545,0.009184733123361832,0.032808783881637285,6,1.4759817,-0.2314714901149273,0.01665729656815529,0.24812878668308258,0.0
7,a,The report to the chairman's advisor,singular,is,The report to the chairman's advisor is shocking.,eng_syn_stimuli.csv,english,1.2888072,-0.4442952366367535,0.01082180311823322,0.45511703975498674,1.1485279,-0.04128202701376912,0.021628419029876035,0.06291044604364515,6,1.5078733,-0.14432107843458652,0.02639690600335598,0.1707179844379425,0.0
7,b,The report to the chairman's advisor,singular,are,The report to the chairman's advisor are shocking.,eng_syn_stimuli.csv,english,1.3151603,-0.44476752117916474,0.010703396194730885,0.45547091737389567,1.1489425,-0.039364389610662055,0.019712674523370697,0.059077064134032756,6,1.4367952,-0.1307256631553173,0.026041898876428604,0.1567675620317459,0.0
7,c,The report to the chairmans' advisor,plural,is,The report to the chairmen' advisor is shocking.,eng_syn_stimuli.csv,english,1.153261,-0.5509891210645946,0.011039412155696482,0.5620285332202911,1.2235814,-0.03566044731396112,0.02186830706854728,0.057528754382508394,6,1.511837,-0.20794929563999176,0.017058655619621277,0.22500795125961304,0.0
7,d,The report to the chairmans' advisor,plural,are,The report to the chairmen' advisor are shocking.,eng_syn_stimuli.csv,english,1.1459262,-0.5493689563263615,0.010249939174536848,0.5596188955008984,1.2067273,-0.03321740261394104,0.01924200772999023,0.05245941034393127,6,1.4588482,-0.19815310649573803,0.01524132676422596,0.213394433259964,0.0
8,a,The telegram for the congressman's lobbyist,singular,is,The telegram for the congressman's lobbyist is never received.,eng_syn_stimuli.csv,english,1.2481158,-0.28633917507468143,0.007414595384761924,0.29375377045944334,1.1312679,-0.03314587330240593,0.012470875422156297,0.04561674872456223,6,1.4454219,-0.11891764076426625,0.017366889398545027,0.13628453016281128,0.0
8,b,The telegram for the congressman's lobbyist,singular,are,The telegram for the congressman's lobbyist are never received.,eng_syn_stimuli.csv,english,1.260618,-0.2937249680318928,0.007347162320365896,0.30107213035225866,1.0909564,-0.029724260832612738,0.0117559742216829,0.041480235054295635,6,1.4559054,-0.11755676195025444,0.01849648728966713,0.13605324923992157,0.0
8,c,The telegram for the congressmans' lobbyist,plural,is,The telegram for the congressmans' lobbyist is never received.,eng_syn_stimuli.csv,english,1.223953,-0.28840664552117234,0.006548273548833095,0.29495491907000543,1.1644045,-0.03612700141729565,0.012663975612221889,0.048790977029517534,6,1.4617162,-0.1161074279807508,0.0181168750859797,0.1342243030667305,0.0
8,d,The telegram for the congressmans' lobbyist,plural,are,The telegram for the congressmans' lobbyist are never received.,eng_syn_stimuli.csv,english,1.238045,-0.3028031502130034,0.006395923325180774,0.30919907353818415,1.1146096,-0.03178140823037319,0.01168678299746608,0.04346819122783927,6,1.4765334,-0.11511899577453732,0.01959730638191104,0.13471630215644836,0.0
9,a,The announcement from the magazine’s spokeswoman,singular,is,The announcement from the magazine’s spokeswoman is astonishing.,eng_syn_stimuli.csv,english,1.199614,-0.22177042733492272,0.012401781800023551,0.23417220913494627,1.2115244,-0.009371991964464572,0.02642112356625058,0.03579311553071515,6,1.6178087,-0.09156475743899743,0.019130064484973747,0.11069482192397118,0.0
9,b,The announcement from the magazine’s spokeswoman,singular,are,The announcement from the magazine’s spokeswoman are astonishing.,eng_syn_stimuli.csv,english,1.1859393,-0.21602460204406573,0.010963612179269451,0.22698821422333518,1.2142575,-0.010974773511251475,0.024990051532139644,0.03596482504339112,6,1.5919523,-0.09085780940949917,0.0182306660960118,0.10908847550551097,0.0
9,c,The announcement from the magazines’ spokeswoman,plural,is,The announcement from the magazines’ spokeswoman is astonishing.,eng_syn_stimuli.csv,english,1.1277772,-0.26462347454998963,0.014402727896170593,0.2790262024461602,1.2337197,-0.013797329549312313,0.026476744431163057,0.04027407398047537,6,1.6919527,-0.14861344561601678,0.01889814669266343,0.1675115923086802,0.0
9,d,The announcement from the magazines’ spokeswoman,plural,are,The announcement from the magazines’ spokeswoman are astonishing.,eng_syn_stimuli.csv,english,1.1271812,-0.2628584423565144,0.012729920672237919,0.2755883630287523,1.2217449,-0.0161680680808761,0.02520664339772155,0.04137471147859765,6,1.6779705,-0.1474418486468494,0.01709657208994031,0.1645384207367897,0.0
10,a,The large dog at the toddler’s party,singular,is,The large dog at the toddler’s party is adorable.,eng_syn_stimuli.csv,english,1.2217749,-0.18066630188086777,0.011793684443361485,0.19245998632422925,1.3049217,-0.006217372762239227,0.009592612905008362,0.01580998566724759,6,1.930656,-0.09102859650738537,0.018435324309393764,0.10946392081677914,0.0
10,b,The large dog at the toddler’s party,singular,are,The large dog at the toddler’s party are adorable.,eng_syn_stimuli.csv,english,1.2458231,-0.17715453752842478,0.012249014960359262,0.18940355248878404,1.3270297,-0.007047725094485776,0.00918902994167757,0.01623675503616335,6,1.9108346,-0.08752295840531588,0.01979252602905035,0.10731548443436623,0.0
10,c,The large dog at the toddlers’ party,plural,is,The large dog at the toddlers’ party is adorable.,eng_syn_stimuli.csv,english,1.1716025,-0.1603639320228723,0.018454223426583857,0.17881815544945615,1.1767831,-0.006688821009533217,0.008195191060660748,0.014884012070193966,6,1.8719524,-0.060583810632427536,0.02168910267452399,0.08227291330695152,0.0
10,d,The large dog at the toddlers’ party,plural,are,The large dog at the toddlers’ party are adorable.,eng_syn_stimuli.csv,english,1.1756779,-0.15946821546360515,0.018605575488385758,0.1780737909519909,1.1951427,-0.0070499615340997345,0.00830812812941899,0.015358089663518726,6,1.847458,-0.06353411947687466,0.021984685212373734,0.0855188046892484,0.0
11,a,The letter to the housewife’s representative,singular,is,The letter to the housewife’s representative is hostile.,eng_syn_stimuli.csv,english,1.369692,-0.5424239752421272,0.009683468418370467,0.5521074436604977,1.1430209,-0.05136380863575152,0.010375140093428747,0.06173894872918027,6,1.7081618,-0.16609170474112034,0.030092617496848106,0.19618432223796844,0.0
11,b,The letter to the housewife’s representative,singular,are,The letter to the housewife’s representative are hostile.,eng_syn_stimuli.csv,english,1.4109836,-0.540882871892245,0.009868106398789678,0.5507509782910347,1.1103909,-0.043299867590336306,0.009345698099845378,0.05264556569018168,6,1.6498599,-0.15989981964230537,0.029372137039899826,0.1892719566822052,1.0
11,c,The letter to the housewives’ representative,plural,is,The letter to the housewives’ representative is hostile.,eng_syn_stimuli.csv,english,1.3384507,-0.555467809374386,0.010875456397479865,0.5663432657718659,1.1969868,-0.056142574978731416,0.010114693943795727,0.06625726892252715,6,1.6098007,-0.25355449691414833,0.020022030919790268,0.2735765278339386,0.0
11,d,The letter to the housewives’ representative,plural,are,The letter to the housewives’ representative are hostile.,eng_syn_stimuli.csv,english,1.3225216,-0.5511662653694657,0.010925457714984077,0.5620917230844498,1.1590419,-0.0470380823496745,0.009170347902043302,0.0562084302517178,6,1.6146965,-0.2658039163798094,0.01865588314831257,0.28445979952812195,0.0
12,a,The message for the wizard’s apprentice,singular,is,The message for the wizard’s apprentice is puzzling.,eng_syn_stimuli.csv,english,1.2933449,-0.47643185835913754,0.008167717041214929,0.4845995754003525,1.1956542,-0.024843861321501993,0.02609777218113244,0.050941633502634434,6,1.3648411,-0.14021957851946354,0.028477897867560387,0.16869747638702393,1.0
12,b,The message for the wizard’s apprentice,singular,are,The message for the wizard’s apprentice are puzzling.,eng_syn_stimuli.csv,english,1.3174293,-0.48463861783384343,0.00807151953340508,0.49271013736724856,1.1718735,-0.021724247541602855,0.023108324742973745,0.0448325722845766,6,1.3440912,-0.12766123190522194,0.03173309192061424,0.15939432382583618,1.0
12,c,The message for the wizards’ apprentice,plural,is,The message for the wizards’ apprentice is puzzling.,eng_syn_stimuli.csv,english,1.126674,-0.5508062103719567,0.005323691484227311,0.556129901856184,1.11702,-0.017690960379553644,0.018163433922815386,0.03585439430236903,6,1.2537502,-0.20717716217041016,0.01256301999092102,0.21974018216133118,0.0
12,d,The message for the wizards’ apprentice,plural,are,The message for the wizards’ apprentice are puzzling.,eng_syn_stimuli.csv,english,1.1064103,-0.5511802824272308,0.0056068425939884035,0.5567871250212193,1.0993309,-0.0169146330095991,0.016411226804967073,0.03332585981456617,6,1.2805992,-0.21479918900877237,0.012295237742364407,0.22709442675113678,0.0
13,a,The outfit for the saleslady’s display,singular,is,The outfit for the saleslady’s display is attractive.,eng_syn_stimuli.csv,english,1.6052797,-0.5281827197984967,0.012282620964833768,0.5404653407633304,1.2176492,-0.03536189783172998,0.03284818357113724,0.06821008140286722,6,1.61975,-0.18397467583417892,0.024176113307476044,0.20815078914165497,0.0
13,b,The outfit for the saleslady’s display,singular,are,The outfit for the saleslady’s display are attractive.,eng_syn_stimuli.csv,english,1.6015524,-0.5780208617354219,0.010715661952417577,0.5887365236878395,1.1339283,-0.031669996349086384,0.02967946085332738,0.06134945720241376,6,1.6470016,-0.19093710370361805,0.022142885252833366,0.21307998895645142,0.0
13,c,The outfit for the salesladies’ display,plural,is,The outfit for the salesladies’ display is attractive.,eng_syn_stimuli.csv,english,1.2993361,-0.6263882223567634,0.012591035286459374,0.6389792576432228,1.1827347,-0.043028867481307784,0.03345057192245302,0.07647943940376081,6,1.6832076,-0.25892545096576214,0.019192533567547798,0.27811798453330994,0.0
13,d,The outfit for the salesladies’ display,plural,are,The outfit for the salesladies’ display are attractive.,eng_syn_stimuli.csv,english,1.2686135,-0.6394898648686649,0.011135326760268072,0.650625191628933,1.0711427,-0.036960520105084035,0.031942081663247766,0.06890260176833181,6,1.6826696,-0.24617109075188637,0.015883442014455795,0.26205453276634216,0.0
14,a,The position in the woman's newsletter,singular,is,The position in the woman's newsletter is unpopular.,eng_syn_stimuli.csv,english,1.522629,-0.3753491158524412,0.02251673127320828,0.39786584712564943,1.2181545,-0.005847959055846031,0.031327376193884746,0.03717533524973078,6,1.5606242,-0.12461904063820839,0.02237924560904503,0.14699828624725342,0.0
14,b,The position in the woman's newsletter,singular,are,The position in the woman's newsletter are unpopular.,eng_syn_stimuli.csv,english,1.5409698,-0.4004948594578309,0.023020085229654798,0.4235149446874857,1.2325366,-0.012725822892579716,0.02331797918843958,0.036043802081019295,6,1.5884321,-0.11973614618182182,0.029535789042711258,0.14927193522453308,0.0
14,c,The position in the women's newsletter,plural,is,The position in the women's newsletter is unpopular.,eng_syn_stimuli.csv,english,1.5228118,-0.367495771740505,0.023861741776636337,0.3913575135171413,1.2152181,0.005568565570298545,0.040270751649474135,0.03470218607917559,6,1.5076435,-0.12208183109760284,0.020840808749198914,0.14292263984680176,0.0
14,d,The position in the women's newsletter,plural,are,The position in the women's newsletter are unpopular.,eng_syn_stimuli.csv,english,1.5446893,-0.3916646254743682,0.024021487540449016,0.4156861130148172,1.2331454,-0.002992528055418714,0.03126003045241189,0.0342525585078306,6,1.5418,-0.11735913157463074,0.027491793036460876,0.1448509246110916,0.0
15,a,The promise from the company’s salesman,singular,is,The promise from the company’s salesman is broken.,eng_syn_stimuli.csv,english,1.4082111,-0.4896782302763313,0.008489088760688901,0.4981673190370202,1.2876403,-0.0017869901208780402,0.056657016107793653,0.0584440062286717,6,1.4812863,-0.10168596729636192,0.02691139653325081,0.12859736382961273,1.0
15,b,The promise from the company’s salesman,singular,are,The promise from the company’s salesman are broken.,eng_syn_stimuli.csv,english,1.4388041,-0.491013316475437,0.008979136458947323,0.4999924529343843,1.3047314,-0.0011474039704886918,0.05625086625516993,0.05739827022565862,6,1.4976243,-0.09741675294935703,0.02704642526805401,0.12446317821741104,0.0
15,c,The promise from the companies’ salesman,plural,is,The promise from the companies’ salesman is broken.,eng_syn_stimuli.csv,english,1.1824458,-0.5234013242035871,0.005496743941330351,0.5288980681449175,1.2253711,-0.02178205761660894,0.02967821759748752,0.05146027521409646,6,1.432399,-0.17996001336723566,0.014781593345105648,0.1947416067123413,0.0
15,d,The promise from the companies’ salesman,plural,are,The promise from the companies’ salesman are broken.,eng_syn_stimuli.csv,english,1.1755865,-0.5225939813659352,0.005606559698208002,0.5282005410641432,1.2069333,-0.018512739318200144,0.029724234071419598,0.04823697338961974,6,1.4471605,-0.1849114429205656,0.013582156971096992,0.1984935998916626,0.0
16,a,The speech about the councilman's proposal,singular,is,The speech about the councilman's proposal is convincing.,eng_syn_stimuli.csv,english,1.4557701,-0.4858143029428902,0.009431211867195088,0.4952455148100853,1.2424862,-0.050265120394718824,0.016238332750705096,0.06650345314542391,6,1.6473267,-0.15187374502420425,0.02950792759656906,0.18138167262077332,0.0
16,b,The speech about the councilman's proposal,singular,are,The speech about the councilman's proposal are convincing.,eng_syn_stimuli.csv,english,1.5014889,-0.493831795398728,0.009966051633819006,0.503797847032547,1.1848282,-0.045059331395644976,0.014951979840760642,0.060011311236405615,6,1.603257,-0.15415798500180244,0.024531256407499313,0.17868924140930176,0.0
16,c,The speech about the councilmans' proposal,plural,is,The speech about the councilmans' proposal is convincing.,eng_syn_stimuli.csv,english,1.3270223,-0.5263282203421114,0.012191364045429509,0.5385195843875408,1.2556647,-0.048995604775196336,0.016144672199224545,0.06514027697442089,6,1.6179545,-0.13091013208031654,0.03231104835867882,0.16322118043899536,0.0
16,d,The speech about the councilmans' proposal,plural,are,The speech about the councilmans' proposal are convincing.,eng_syn_stimuli.csv,english,1.2957362,-0.5382661265641218,0.012667724737548269,0.55093385130167,1.2147728,-0.04427250861979552,0.014946159581617519,0.05921866820141304,6,1.605138,-0.13903151638805866,0.02810896746814251,0.16714048385620117,0.0
17,a,The confession of the thief's accomplice,singular,is,The confession of the thief's accomplice is tape recorded.,eng_syn_stimuli.csv,english,1.3307976,-0.25323038547746063,0.011186961058410817,0.2644173465358714,1.29411,-0.018213060438249416,0.021148687967613388,0.039361748405862804,6,1.935051,-0.10863408197959264,0.032327244679133095,0.14096132665872574,0.3333333333333333
17,b,The confession of the thief's accomplice,singular,are,The confession of the thief's accomplice are tape recorded.,eng_syn_stimuli.csv,english,1.3333951,-0.2528316028348248,0.011075358223752118,0.2639069610585769,1.3099747,-0.01909372994845487,0.021210255128464594,0.040303985076919464,6,1.9415246,-0.10750502906739712,0.03282921947538853,0.14033424854278564,0.3333333333333333
17,c,The confession of the thieves' accomplice,plural,is,The confession of the thieves' accomplice is tape recorded.,eng_syn_stimuli.csv,english,1.2351493,-0.29226488701824566,0.011636882730332825,0.30390176974857847,1.2779067,-0.009387204278409392,0.02141203648747845,0.03079924076588784,6,1.9558712,-0.09623351817329724,0.03297955170273781,0.12921306987603506,0.3333333333333333
17,d,The confession of the thieves' accomplice,plural,are,The confession of the thieves' accomplice are tape recorded.,eng_syn_stimuli.csv,english,1.2341131,-0.29587676605442537,0.011215051453715812,0.3070918175081412,1.2899729,-0.00924939270375585,0.021900647348820156,0.031150040052576006,6,1.9714621,-0.09646742294232051,0.03363943596680959,0.1301068589091301,0.3333333333333333
18,a,The disagreement about the corporation's lawsuit,singular,is,The disagreement about the corporation's lawsuit is petty.,eng_syn_stimuli.csv,english,1.5510488,-0.410132639548101,0.00615624741622014,0.41628888696432115,1.3145727,-0.04445121364068482,0.012684353086046391,0.057135566726731216,6,1.2947047,-0.06417696177959442,0.02986098825931549,0.09403795003890991,1.0
18,b,The disagreement about the corporation's lawsuit,singular,are,The disagreement about the corporation's lawsuit are petty.,eng_syn_stimuli.csv,english,1.5549219,-0.40690516022878,0.0057269206838100216,0.41263208091259,1.0891614,-0.035294850782198454,0.010565646698663795,0.04586049748086225,6,1.2715634,-0.06438720226287842,0.026949986815452576,0.091337189078331,0.0
18,c,The disagreement about the corporations' lawsuit,plural,is,The disagreement about the corporations' lawsuit is petty.,eng_syn_stimuli.csv,english,1.3033892,-0.47569911315113134,0.0045905569288152035,0.4802896700799465,1.2684708,-0.038379530489321925,0.013351311603691584,0.051730842093013506,6,1.316428,-0.05570068210363388,0.03554196655750275,0.09124264866113663,1.0
18,d,The disagreement about the corporations' lawsuit,plural,are,The disagreement about the corporations' lawsuit are petty.,eng_syn_stimuli.csv,english,1.3004736,-0.48653727213677483,0.00397528221074026,0.4905125543475151,1.098096,-0.03364346888317371,0.011325293810596548,0.04496876269377026,6,1.3229253,-0.05765450373291969,0.03195181116461754,0.08960631489753723,1.0
19,a,The dress at the designer's showcase,singular,is,The dress at the designer's showcase is expensive.,eng_syn_stimuli.csv,english,1.4133909,-0.37546456592390315,0.012030643632169814,0.387495209556073,1.1311492,-0.020226869280064303,0.022149770257341633,0.04237663953740593,6,1.5547056,-0.1189713180065155,0.027175500988960266,0.14614681899547577,0.0
19,b,The dress at the designer's showcase,singular,are,The dress at the designer's showcase are expensive.,eng_syn_stimuli.csv,english,1.4330012,-0.3851301219081506,0.01121689120773226,0.3963470131158829,1.1376255,-0.01768084671958697,0.021236003239563598,0.03891684995915057,6,1.4717717,-0.10658962465822697,0.025624698027968407,0.13221432268619537,0.0
